Flora Description,Flora Type,Installation Date,Location
Spirea x bumalda ;Anthony Waterer; 5ct,SHRUB,06/04/2001,Greenwich Village
Hydrangea macrophylla ;Blue Wave; 3ct,SHRUB,06/04/2001,Greenwich Village
Taxus cuspidata ;Nana; 2ct,SHRUB,06/04/2001,Greenwich Village
Myrica pensylvanica 13ct,SHRUB,06/04/2001,Greenwich Village
Clethra alnifolia ;Hummingbird; 8ct,PERENNIAL,06/04/2001,Greenwich Village
Pennisetum alopecuroides ;Hamelin; 48ct,GRASS,06/04/2001,Greenwich Village
Taxus x cuspidata ;Densiformis;,SHRUB,06/04/2001,Greenwich Village
Ilex glabra ;Compacta; 115ct,SHRUB,06/04/2001,Greenwich Village
Magnolia virginiana,TREE,06/04/2001,Greenwich Village
Magnolia virginiana,TREE,06/04/2001,Greenwich Village
Magnolia virginiana,TREE,06/04/2001,Greenwich Village
Quercus phellos,TREE,06/04/2001,Greenwich Village
Gleditsia triacanthos inermis ;Shademaster;,TREE,06/04/2001,Greenwich Village
Gleditsia triacanthos inermis ;Shademaster;,TREE,06/04/2001,Greenwich Village
Gleditsia triacanthos inermis ;Shademaster;,TREE,06/04/2001,Greenwich Village
Styrax japonicus,TREE,06/04/2001,Greenwich Village
Styrax japonicus,TREE,06/04/2001,Greenwich Village
Styrax japonicus,TREE,06/04/2001,Greenwich Village
Nyssa sylvatica,TREE,06/04/2001,Greenwich Village
Pyrus calleryana ;Chanticleer;,TREE,06/04/2001,Greenwich Village
Pyrus calleryana ;Chanticleer;,TREE,06/04/2001,Greenwich Village
Pyrus calleryana ;Chanticleer;,TREE,06/04/2001,Greenwich Village
Pyrus calleryana ;Chanticleer;,TREE,06/04/2001,Greenwich Village
Quercus macrocarpa,TREE,06/04/2001,Greenwich Village
Quercus macrocarpa,TREE,06/04/2001,Greenwich Village
Pinus parviflora,TREE,06/04/2001,Greenwich Village
Pinus parviflora,TREE,06/04/2001,Greenwich Village
Pinus parviflora,TREE,06/04/2001,Greenwich Village
Pinus flexilis,TREE,06/04/2001,Greenwich Village
Wisteria floribunda 12ct,PERENNIAL,06/04/2001,Greenwich Village
Syringa laciniata,TREE,06/04/2001,Greenwich Village
Syringa laciniata,TREE,06/04/2001,Greenwich Village
Syringa laciniata,TREE,06/04/2001,Greenwich Village
Cercidiphyllum japonicum,TREE,06/04/2001,Greenwich Village
Myrica pensylvanica 15ct,TREE,06/04/2001,Greenwich Village
Buddleia 1ct,SHRUB,06/04/2001,Greenwich Village
Rosa White Meidiland PP#6088 4ct,SHRUB,06/04/2001,Greenwich Village
Tilia tomentosa,TREE,06/04/2001,Greenwich Village
Tilia tomentosa,TREE,06/04/2001,Greenwich Village
Tilia tomentosa,TREE,06/04/2001,Greenwich Village
Liquidambur styraciflua ;Moraine;,TREE,06/04/2001,Greenwich Village
Styrax japonicus,TREE,06/04/2001,Greenwich Village
Styrax japonicus,TREE,06/04/2001,Greenwich Village
Gingko biloba,TREE,06/04/2001,Greenwich Village
Gingko biloba,TREE,06/04/2001,Greenwich Village
Taxus cuspidata nana  65ct,SHRUB,06/23/1999,Meatpacking District
4C Waterfront Northernmost bed from Jane st. Crosswalk to Sanitation,PLANTBED,06/04/2001,Greenwich Village
Rosa Magic Meidiland ;Meidonrib; 5ct,SHRUB,06/04/2001,Greenwich Village
Vinca minor 75ct,GRNDCOVR,06/04/2001,Greenwich Village
Ilex glabra ;Compacta; 15ct,SHRUB,06/04/2001,Greenwich Village
Spirea x bumalda ;Anthony Waterer; 7ct,SHRUB,06/04/2001,Greenwich Village
Taxus cuspidata ;Nana; 32ct,SHRUB,06/04/2001,Greenwich Village
Rosa? 4ct,SHRUB,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Chionanthus virginicus,TREE,06/04/2001,Greenwich Village
Chionanthus virginicus,TREE,06/04/2001,Greenwich Village
Pennisetum alopecuroides ;Hamelin; 28ct,GRASS,06/04/2001,Greenwich Village
Myrica pensylvanica 12ct,SHRUB,06/04/2001,Greenwich Village
Cotoneaster horizontalis 1ct,SHRUB,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Gingko biloba,TREE,06/04/2001,Greenwich Village
Pyrus calleryana ;Chanticleer;,TREE,06/04/2001,Greenwich Village
Pyrus calleryana ;Chanticleer;,TREE,06/04/2001,Greenwich Village
Pyrus calleryana ;Chanticleer;,TREE,06/04/2001,Greenwich Village
Magnolia virginiana,TREE,06/04/2001,Greenwich Village
Chionanthus virginicus,TREE,06/04/2001,Greenwich Village
Chionanthus virginicus,TREE,06/04/2001,Greenwich Village
4C Pier 51,PLANTBED,06/04/2001,Greenwich Village
Sasa minor 405ct,GRASS,06/04/2001,Greenwich Village
Cortaderia Selloana ;Patagonia; 7ct,GRASS,06/04/2001,Greenwich Village
Pennisetum alopecuroides ;Hammeln;,GRASS,06/04/2001,Greenwich Village
Calamagrostis x acutiflora ;Karle Foerster; 3ct,GRASS,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Zelkova serrata ;Green Vase;,TREE,06/04/2001,Greenwich Village
Gleditsia triacanthos inermis ;Shademaster;,TREE,06/04/2001,Meatpacking District
Segment 4 Irrigation Systems,IRRIGATE,04/01/2001,Greenwich Village
Turf Segment 4,TURF,04/01/2001,Greenwich Village
Segment 4 Turf between Morton st. and Christopher st.,TURF,04/01/2001,Greenwich Village
Segment 4 Turf by South Comfort Station,TURF,04/01/2001,Greenwich Village
Irrigation System 4A,IRRIGATE,04/01/2001,Greenwich Village
Segment 4 Turf between Charles st. and 11th st.,TURF,04/01/2001,Greenwich Village
Irrigation System 4B,IRRIGATE,04/01/2001,Greenwich Village
Segment 4 Turf between W11th st. and W12th st.,TURF,04/01/2001,Greenwich Village
Segment 4 Turf by North Comfort Station,TURF,04/01/2001,Greenwich Village
Irrigation System 4C,IRRIGATE,04/01/2001,Greenwich Village
CWP South Turf by Dogrun,TURF,04/01/2001,Meatpacking District
Clinton Cove Turf,TURF,04/01/2001,Maritime Entertainment District/Clinton
Irrigation System 2A,IRRIGATE,04/01/2000,Battery Park City (no longer a part of Hudson River Park)
Median Irrigation System,IRRIGATE,04/01/2000,Battery Park City (no longer a part of Hudson River Park)
Median Irrigation System,IRRIGATE,04/01/2000,Tribeca
Median Irrigation System,IRRIGATE,04/01/2000,Greenwich Village
14th st. Park Turf,TURF,04/01/2000,Meatpacking District
Irrigation System 5D Chelsea Waterside Park,IRRIGATE,04/01/2000,Meatpacking District
Median Irrigation System,IRRIGATE,04/01/2000,Meatpacking District
Median Irrigation System,IRRIGATE,04/01/2000,Chelsea
Median Irrigation System,IRRIGATE,04/01/2000,Maritime Entertainment District/Clinton
Segment 5 - CWP -  Southernmost west bed along highway,PLANTBED,06/23/1999,Meatpacking District
Ilex glabra ;Compacta;  20ct,SHRUB,06/23/1999,Meatpacking District
Platanus x acerfolia ;Bloodgood;,TREE,06/23/1999,Meatpacking District
Platanus x acerfolia ;Bloodgood;,TREE,06/23/1999,Meatpacking District
Platanus x acerfolia ;Bloodgood;,TREE,06/23/1999,Meatpacking District
Rosa ;Betty Prior; 2ct,SHRUB,06/23/1999,Meatpacking District
Ilex crenata ;Hetzi; 7ct,SHRUB,06/23/1999,Meatpacking District
Hydrangea macrophylla ;Nikko;  2ct,SHRUB,06/23/1999,Meatpacking District
Rosa ;The Fairy;  2ct,SHRUB,06/23/1999,Meatpacking District
Magnolia soulangiana,TREE,06/23/1999,Meatpacking District
Magnolia soulangiana,TREE,06/23/1999,Meatpacking District
Magnolia soulangiana,TREE,06/23/1999,Meatpacking District
Miscanthus floridulus 18ct,GRASS,06/23/1999,Meatpacking District
Taxus baccata ;Repandens;  3ct,SHRUB,06/23/1999,Meatpacking District
Micanthus sinensis ;purpurascens;  6ct,GRASS,06/23/1999,Meatpacking District
Taxus cuspidata nana  18ct,SHRUB,06/23/1999,Meatpacking District
Segment 5 - CWP -  Southcentral bed outside of Dogrun,PLANTBED,06/23/1999,Meatpacking District
Ilex crenata ;Hetzi;  8ct,SHRUB,06/23/1999,Meatpacking District
Hydrangea macrophylla ;Nikko;  10ct,SHRUB,06/23/1999,Meatpacking District
Vinca minor 50ct,GRNDCOVR,06/23/1999,Meatpacking District
Rosa ;The Fairy;  2ct,SHRUB,06/23/1999,Meatpacking District
Berberis thunbergii ;Nana;/;Atropurpurea;  20ct,SHRUB,06/23/1999,Meatpacking District
Segment 5 - CWP -  Southernmost east bed along sidewalk,PLANTBED,06/23/1999,Meatpacking District
Zelkova serrata ;Village Green;,TREE,06/23/1999,Meatpacking District
Zelkova serrata ;Village Green;,TREE,06/23/1999,Meatpacking District
Zelkova serrata ;Village Green;,TREE,06/23/1999,Meatpacking District
Zelkova serrata ;Village Green;,TREE,06/23/1999,Meatpacking District
Vinca minor 30ct,GRNDCOVR,06/23/1999,Meatpacking District
Segment 5 - CWP -  Northest bed along dogrun turf,PLANTBED,06/23/1999,Meatpacking District
Ilex crenata ;Hetzi;  30ct,SHRUB,06/23/1999,Meatpacking District
Azalea poukhanensis  1ct,SHRUB,06/23/1999,Meatpacking District
Berberis thunbergii ;Nana;/;Atropurpurea;  10ct,SHRUB,06/23/1999,Meatpacking District
Hydrangea macrophylla ;Nikko;  7ct,SHRUB,06/23/1999,Meatpacking District
Rosa ;Betty Prior;  6ct,SHRUB,06/23/1999,Meatpacking District
Rosa rugosa   1ct,SHRUB,06/23/1999,Meatpacking District
Magnolia soulangiana,TREE,06/23/1999,Meatpacking District
Platanus x acerfolia ;Bloodgood;,TREE,06/23/1999,Meatpacking District
Micanthus sinensis 7ct,GRASS,06/23/1999,Meatpacking District
Magnolia stellata,TREE,06/23/1999,Meatpacking District
Taxus baccata ;Repandens;  8ct,SHRUB,06/23/1999,Meatpacking District
Segment 5 - CWP -  Half Moon Beds,PLANTBED,06/23/1999,Meatpacking District
Segment 5 - CWP -  Southernmost bed to playground,PLANTBED,06/23/1999,Meatpacking District
Ilex crenata ;Hetzi;   67ct,SHRUB,06/23/1999,Meatpacking District
Rhododendron x catawbiense chinoides (white)  6ct,SHRUB,06/23/1999,Meatpacking District
Hydrangea macrophylla ;Nikko;   18ct,SHRUB,06/23/1999,Meatpacking District
Miscanthus sinensis   11ct,GRASS,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Rhododendron x catawbiense ;Roseum Elegans; (lilac)  5ct,SHRUB,06/23/1999,Meatpacking District
Taxus baccata ;Repandens;  14ct,SHRUB,06/23/1999,Meatpacking District
Gleditsia triacanthos ;Halka;,TREE,06/23/1999,Meatpacking District
Gleditsia triacanthos ;Halka;,TREE,06/23/1999,Meatpacking District
Gleditsia triacanthos ;Halka;,TREE,06/23/1999,Meatpacking District
Berberis thunbergii ;Nana;/;Atropurpurea;  9ct,SHRUB,06/23/1999,Meatpacking District
Cornus kousa,TREE,06/23/1999,Meatpacking District
Azalea poukhanensis  10ct,SHRUB,06/23/1999,Meatpacking District
Rosa ;Betty Prior;  1ct,SHRUB,06/23/1999,Meatpacking District
Segment 5 - CWP  Tree pits in seating area by basketball court,TREEPIT,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Gleditsia triacanthos ;Halka;,TREE,06/23/1999,Meatpacking District
Gleditsia triacanthos ;Halka;,TREE,06/23/1999,Meatpacking District
Gleditsia triacanthos ;Halka;,TREE,06/23/1999,Meatpacking District
Gleditsia triacanthos ;Halka;,TREE,06/23/1999,Meatpacking District
Segment 5 - CWP -  Bed north west of main walkway along Rt. 9A,PLANTBED,06/23/1999,Meatpacking District
Miscanthus sinensis ;purpurascens;  64ct,GRASS,06/23/1999,Meatpacking District
Quercus rubra,TREE,06/23/1999,Meatpacking District
Quercus rubra,TREE,06/23/1999,Meatpacking District
Quercus rubra,TREE,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Acer saccharum ;Green Mountain;,TREE,06/23/1999,Meatpacking District
Rosa ;Betty Prior;  20ct,SHRUB,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Viburnum siboldii ;Seneca;  13 ct,SHRUB,06/23/1999,Meatpacking District
Segment 5- CWP - Beds around BB court and north end of Childrens playground,PLANTBED,06/23/1999,Meatpacking District
Taxus baccata ;Repandens;  22ct,SHRUB,06/23/1999,Meatpacking District
Quercus rubra,TREE,06/23/1999,Meatpacking District
Berberis thunbergii ;Nana;/;Atropurpurea;  32ct,SHRUB,06/23/1999,Meatpacking District
Hydrangea macrophylla ;Nikko;   16ct,SHRUB,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Quercus robur ;fastigiata;,TREE,06/23/1999,Meatpacking District
Azalea ;Delaware Valley;  3 ct,SHRUB,06/23/1999,Meatpacking District
Magnolia stellata,TREE,06/23/1999,Meatpacking District
Magnolia stellata,TREE,06/23/1999,Meatpacking District
Magnolia stellata,TREE,06/23/1999,Meatpacking District
Hedera helix ;238th Street;  500-ct,GRNDCOVR,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ginkgo bioba ;Fastigiata;,TREE,06/23/1999,Meatpacking District
Ilex meserveae ;China Boy/Girl;  9ct,SHRUB,06/23/1999,Meatpacking District
Magnolia soulangiana,TREE,06/23/1999,Meatpacking District
Magnolia soulangiana,TREE,06/23/1999,Meatpacking District
Magnolia soulangiana,TREE,06/23/1999,Meatpacking District
Ilex crenata ;Hetzi;  50ct,SHRUB,06/23/1999,Meatpacking District
Ulmus parviflora,TREE,06/23/1999,Meatpacking District
Segment 5 - CWP -  Bed,PLANTBED,06/23/1999,Meatpacking District
Zelkova serrata ;Village Green;,TREE,06/23/1999,Meatpacking District
Zelkova serrata ;Village Green;,TREE,06/23/1999,Meatpacking District
Zelkova serrata ;Village Green;,TREE,06/23/1999,Meatpacking District
Zelkova serrata ;Village Green;,TREE,06/23/1999,Meatpacking District
Zelkova serrata ;Village Green;,TREE,06/23/1999,Meatpacking District
Zelkova serrata ;Village Green;,TREE,06/23/1999,Meatpacking District
Taxus cuspidata nana 80ct,SHRUB,06/23/1999,Meatpacking District
Segment 5 - CWP -  Tree Pits along 24th st.,TREEPIT,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Tilia cordata ;Greenspire;,TREE,06/23/1999,Meatpacking District
Segment 5 - CWP -  Bed on Northwest corner- elevated section,PLANTBED,06/23/1999,Meatpacking District
Acer saccharum ;Green Mountain;,TREE,06/23/1999,Meatpacking District
Berberis thunbergii ;Nana;/;Atropurpurea;  25ct,SHRUB,06/23/1999,Meatpacking District
Acer rubrum ;Armstrong;,TREE,06/23/1999,Meatpacking District
Acer rubrum ;Armstrong;,TREE,06/23/1999,Meatpacking District
Acer rubrum ;Armstrong;,TREE,06/23/1999,Meatpacking District
Juniperus horizontalis ;Wiltonii;  10ct,SHRUB,06/23/1999,Meatpacking District
Rosa ;The Fairy;  10ct,SHRUB,06/23/1999,Meatpacking District
14th st. Park North Plant Bed,PLANTBED,07/10/1997,Meatpacking District
Aronia melonocarpa 3ct,SHRUB,07/10/1997,Meatpacking District
Geranium sanguineum v. striatum 10ct,PERENNIAL,07/10/1997,Meatpacking District
Ilex crenata ;Sentinel; 1ct,SHRUB,07/10/1997,Meatpacking District
Perovskia atriplicifolia ;Blue Spire; 10ct,PERENNIAL,07/10/1997,Meatpacking District
Taxus x media ;Sentinalis; 3ct,SHRUB,07/10/1997,Meatpacking District
Narcissus-Mixed 200ct,BULB,07/10/1997,Meatpacking District
14th st. Park South & East Plant Bed,PLANTBED,07/10/1997,Meatpacking District
Aronia melonocarpa 3ct,SHRUB,07/10/1997,Meatpacking District
Chaenomeles japonica 5ct,SHRUB,07/10/1997,Meatpacking District
Euonymus fortunii ;Silver Queen;,VINE,07/10/1997,Meatpacking District
Ilex crenata ;Sentinel; 5ct,SHRUB,07/10/1997,Meatpacking District
Spirea x bumalda ;Anthony Waterer; 8ct,SHRUB,07/10/1997,Meatpacking District
Taxus x media ;Sentinalis; 4ct,SHRUB,07/10/1997,Meatpacking District
Viburnum opulus compactum 6ct,SHRUB,07/10/1997,Meatpacking District
Unknown,SHRUB,07/10/1997,Meatpacking District
Narcissus-Mixed 400ct,BULB,07/10/1997,Meatpacking District
14th st. Park West Plant Bed,PLANTBED,07/10/1997,Meatpacking District
Aronia melonocarpa 10ct,SHRUB,07/10/1997,Meatpacking District
Geranium sanguineum v. striatum 10ct,PERENNIAL,07/10/1997,Meatpacking District
Ilex crenata ;Sentinel; 1ct,SHRUB,07/10/1997,Meatpacking District
Taxus x media ;Sentinalis; 3ct,SHRUB,07/10/1997,Meatpacking District
Spirea x bumalda ;Anthony Waterer; 7ct,SHRUB,07/10/1997,Meatpacking District
Symphocarpus x chenaultii ;Hancock; 12ct,SHRUB,07/10/1997,Meatpacking District
Narcissus-Mixed 200ct,BULB,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Pyrus calleryana ;Aristocrat;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
Sophora japonica ;Regent;,TREE,07/10/1997,Meatpacking District
